,SMILES
6523,OP(O)(=O)OC1=C(C=C2C=CC=CC2=C1)C(=O)NC1=CC=C(Cl)C=C1
6524,NC(=O)C1=CC=C(NC2=NC(OCC3CCCCC3)=C3N=CNC3=N2)C=C1
6525,CNC(=O)C1=CC(NC2=C3C=NN(C3=NC=N2)C2=CC=CC=C2)=C(C)C=C1
6526,[H][C@](N)(C1CC1)C(=O)N1CC(=C[C@@]1([H])C1=CC=CC=C1)C1=CC(F)=CC=C1F
6527,[H][C@]1(O)C[C@@]([H])(O[C@]1([H])COP(O)(O)=O)N1C=CC2=CC(=CC=C12)[N+]([O-])=O
6528,[H][C@]1(C=C(CN1C(=O)N(C)C)C1=CC(F)=CC=C1F)C1=CC=CC=C1
6529,CC(C)C1=NC2=C(OCC3CCCCC3)N=C(N)N=C2N1
6530,NS(=O)(=O)C1=CC=CC(NC2=NC(OCC3CCCCC3)=C3N=CNC3=N2)=C1
6531,CCCCCCCCOCCOCCOCCOCCOCCO
6532,CCNC(=O)N1N=C(C[C@@]1(CCCN)C1=CC=CC=C1)C1=C(F)C=CC(F)=C1
6533,[H][C@@](CC(O)=O)(NC(=O)C1=CN=CC(=C1)C1=CC=C(C=C1)C(O)=O)C=O
6534,OC(=O)C1=CC=CC=C1\N=NC1=C2C=CC=CC2=C(O)C=C1
6535,[H][C@](N)(CC1=CC=CC2=C1C=CC=C2)C(N)=O
6536,OS(=O)(=O)C1=CC2=CC=CC=C2C=C1
6537,[H][C@]12O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])N=C(CCC)S2
6538,OC(=O)CNC(=O)NC1CCCCC1
6539,OC(=O)CCCNC(=O)NC1CCCCC1
6540,OC(=O)CCCCCNC(=O)NC1CCCCC1
6541,OC(=O)CCCCCCNC(=O)NC1CCCCC1
6542,[H][C@@]12CO[C@@]([H])(N1C(=S)NCCCCCCCC)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O
6543,[H][C@]1(O)C=C[C@@]([H])(O)[C@]1([H])OC(=O)C1=C(O)C=CC2=C(C)C=C(OC)C=C12
6544,OC(=O)C1=CC2=CC=C(C=C2C=C1)C(O)=O
6545,[H][C@](CC1=CC=CC=C1)(NC(=O)C(O)=O)C(O)=O
6546,[H][C@]1(O)C=CC2=C(C=CC=C2)[C@@]1([H])O
6547,CC1=CC=C(C=C1)S(=O)(=O)N1N=CC2=C(C=CC=C2)B1O
6548,[H]C(CCC[C@@]([H])(C)C1=CC(=O)C([H])(C(=O)C(C)=C(/[H])C(\[H])=C(C)CCC)C(=O)O1)=NC(=O)OC
6549,NC1=NC2=C(C=C3NC=NC3=C2CCC2=CC=CC=C2)C(=O)N1
6550,CC1=CC=C(CCC2=C3N=CNC3=CC3=C2N=C(N)NC3=O)C=C1
6551,[H][C@@](CC(C)C)(N[C@@]([H])(C1=CC=C(C=C1)C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F)C(=O)NCCN
6552,COC1=CC=C(C=C1)S(=O)(=O)N(CC(C)C)CC(=O)NO
6553,[H][C@@](N)(C[C@]([H])(CC1=CC2=CC=CC=C2C=C1)C(O)=O)C(O)=O
6554,OC1=C(C=C(CC(=O)NCCCCCC([O-])=O)C=C1I)[N+]([O-])=O
6555,[H][C@](CC)(C1=CC=CC=C1)C1=C(O)C2=C(CCCCC2)OC1=O
6556,[H][C@@](CC1=CC=C(O)C=C1)(NC(=O)CCCCCCCCCCC)C(O)=O
6557,[H][C@@]12C[C@@]3([H])C[C@@](C1)(C[C@@]([H])(C2)[C@@]3([H])NC(=O)C(C)(C)OC1=C(Cl)C=C(F)C=C1)S(C)(=O)=O
6558,OC1=C(C(=O)N(CCC2CC2)C2=C1C=C(F)C=C2)C1=NS(=O)(=O)C2=C(N1)C=CC=C2
6559,[H][C@]1(C)CC[C@@]([H])(CC1)C(=O)N(C(C)C)C1=C(SC(=C1)C1=CC=CC=C1)C(O)=O
6560,[H][C@@]12C[C@@]3([H])C[C@@](C1)(C[C@@]([H])(C2)[C@@]3([H])NC(=O)C(C)(C)OC1=CC=C(OC)C=C1)C(N)=O
6561,BrC1=CC=C(NC(=S)OCCN2C(=O)C3=C(C=CC=C3)C2=O)C=C1
6562,ClC1=CC=C(NC(=S)OCCN2C(=O)C3=C(C=CC=C3)C2=O)C=C1
6563,[H][C@]1(O)CN(CCCCCCCCC)[C@]([H])(CO)[C@@]([H])(O)[C@]1([H])O
6564,IC1=CC=C(NC(=S)OCCN2C(=O)C3=C(C=CC=C3)C2=O)C=C1
6565,[H][C@@](CC)(CO)NC1=NC2=C(C=NN2C(NCC2=CC=CC=C2)=N1)C(C)C
6566,OC(=O)COC1=CC=CC2=CC=CC=C12
6567,[H][C@@]1(CS(=O)(=O)C2=CC=C(OC)C=C2)CCCC[C@@]1([H])C(=O)NCCN
6568,[H][C@](N)(CC1CCCCC1)[C@@]([H])(O)C(=O)OC(C)C
6569,OC(=O)CCCC(=O)NC1=CC=C(CC[N+]2([O-])CCCCC2)C=C1
6570,NCCCNC1=CC=CC=C1[N+]([O-])=O
6571,OC1=CC(O)=C2C(CC(=O)CCCC=CCCOC2=O)=C1Cl
6572,OC1=CC(O)=C2C(CC(=O)CCCC=CCCOC2=O)=C1Cl
6573,OC(=O)CC1=CC(=C(O)C=C1)[N+]([O-])=O
6574,OC1=C(C=C(CC(=O)NCCCCCC([O-])=O)C=C1)[N+]([O-])=O
6575,OC(=O)CCCC[P@]([O-])(=O)OC1=CC=C(C=C1)[N+]([O-])=O
6576,[H][C@]1(C)O[C@@]([H])(OC2=CC=CC=C2[N+]([O-])=O)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O
6577,OC(=O)C1=CC=C(C=C1)C1=NC(C2=CC=CC(=C2)[N+]([O-])=O)=C2N=CC=CC2=C1
6578,CN1N=C(C2=C(N)N=CN=C12)C1=CC2=CC=CC=C2C=C1
6579,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1=CC=C(C=C1)S(N)(=O)=O
6580,CCCC(=CC1=CC=C(O1)C1=CC(=CC=C1)C(O)=O)[N+]([O-])=O
6581,[H][C@@]1(NC2=CC(C)=C(C=C2S(=O)(=O)N1)S(=O)(=O)N1CCN(C)CC1)C1CCCC1
6582,[H][C@@]1(CC2=C(C=C(C=C2)S(=O)(=O)N2CCN(C)CC2)S(=O)(=O)N1)C1CCCC1
6583,[H][C@@]1(CC2=CC(C)=C(C=C2S(=O)(=O)N1)S(=O)(=O)N1CCN(C)CC1)C1CCCC1
6584,[H]N(C1=CC(=CC=C1)[N+]([O-])=O)S(=O)(=O)C1=C(SC=C1)C(O)=O
6585,OC(C1=CC=C(C=C1[N+]([O-])=O)C(F)(F)F)=C1C(=O)CCCC1=O
6586,[H][C@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4([H])[C@@]3([H])CC[C@]12C)OC(=O)CCC(O)=O
6587,OCCCNCCS(=O)(=O)C1=CC=C(NC2=NC(OCC3CCCCC3)=C3N=CNC3=N2)C=C1
6588,[H][C@@](CCCC)(CN(O)C=O)C(=O)N1CCC[C@@]1([H])C1=NC2=C(O1)C=CC=C2
6589,NC1=NC(N)=C(N=O)C(OCC2CCCCC2)=N1
6590,COC(=O)NC1=NC2=CC(=CC=C2N1)C(=O)C1=CC=CS1
6591,NC1=NC=C(O1)C(=O)C1=CC(Br)=CC=C1
6592,NC1=NC=C(O1)C(=O)N(CC1=CC=CC=C1)CC1=CC=CC=C1
6593,CC1(C)CC(=O)C2=C(N)N=CN=C2C1
6594,CC1=C(C=CC2=NC(N)=NC(N)=C12)C1=CC=CC=C1
6595,NC1=NC(OCCOC2=CC=CC=C2)=NC(N)=N1
6596,OC1=CC=CC=C1C1=CC=CC=C1[S@@](O)=O
6597,[H][C@]12O[C@]([H])(C(=C1C1=CC=C(O)C=C1)C1=CC=C(O)C=C1)[C@]([H])(C(=O)OCC)[C@]2([H])C(=O)OCC
6598,[H][C@@]1(O)C(CO)=C[C@@]([H])(NCCCCCCCC)[C@]([H])(O)[C@@]1([H])O
6599,[H][C@@](CC(O)=O)(OC(=O)C=CC1=CC=C(O)C=C1)[C@@]([H])(OC(=O)C=CC1=CC=C(O)C=C1)C(O)=O
6600,[H][C@@]1(CCNC1=O)NC(=O)CC(=O)CCCCCCCCC
6601,[H][C@@]1(CCOC1=O)NC(=O)CC(=O)CCCCCCCCC
6602,[H]N(CCO)C1=NC(N([H])C2=CC(Cl)=CC=C2)=C2N=CN(C(C)C)C2=N1
6603,OC1=CC2=C(C=C1)N=C(S2)C1=NC(=O)CS1
6604,OC(=O)CC1=CC(O)=CC=C1O
6605,[H][C@](O)(C(=O)NCCC(=O)NCCO)C(C)(C)COC(=O)C(C)(C)C
6606,NS(=O)(=O)C1=CC=C(C=C1)N1CCCCS1(=O)=O
6607,COC=C(C(=O)OC)C1=C(C=CC2=CC=CC=C2)C=CC=C1
6608,N(C1=NC=CN1)C1=CC=C(NC2=CC=C(NC3=NC=CN3)C=C2)C=C1
6609,C[C@@]12OO[C@@](CCC(O)=O)(C3=C1C=CC=C3)C1=C2C=CC=C1
6610,OC1=CC=C(C=N\OC(=O)C2CCCCC2)C=C1
6611,OC1=CC=C(C=N\OC(=O)C2CCCCC2)C=C1F
6612,CC(C)(C)CC(=O)O\N=CC1=CC=C(O)C=C1
6613,[H]N(C(=O)OC(C)(C)C)[C@]([H])(C(C)C)C1=NN=CO1
6614,[H]N(C(=O)OC(C)(C)C)[C@@]([H])(C(C)C)C1=NN=CO1
6615,O=C1CCCCC2=C3N=C(NC4=CC(N1)=CC=C4)N=C(NC1CC1)N3N=C2
6616,CN1C(=O)C(=CC2=CN=C(NC3=CC=CC(CO)=C3)N=C12)C1=C(Cl)C=CC=C1Cl
6617,N(C1=CC=CC=C1)C1=NC2=CC=NN2C(NC2=CC=CC=C2)=N1
6618,[H][C@]1(CCC[C@@]1([H])N(C)C)NC1=NC(NC2=CC=C(C=C2)S(=O)(=O)NC)=NC=C1C(F)(F)F
6619,CCCCCCCCCCCCCCCC(=O)SC[C@H](N)C(O)=O
6620,[H][C@@]1(CCCN(CCC2=CC=CC=C2)C1)N(CCCOC)C(=O)C1=CC=C(Cl)C=C1
6621,N#CC1=C2N=C(NC3=CC=CC=C3)N=C(NCCC3=CN=CN3)N2N=C1
6622,OC1=CC(O)=C2C(CC(=O)CCCCC=CCCOC2=O)=C1Cl
6623,CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CC(=N2)C#N
6624,CN(C)CC(=O)NC1=CC2=C(NC(=O)C3=CC=CC=C23)C=C1
6625,CN1C2=C(C=NN2C2=C(F)C=C(F)C=C2)C(NC2=C(C)C=CC(=C2)C(=O)NC2CC2)=CC1=O
6626,COC1=CC=CC=C1C1=CNC2=C1C=C(C=N2)C1=CC(=CN=C1)C(=O)N(C)C
6627,CC1=CC=C(C=C1C1=CC2=C(C=C1)N=C(NCCN1CCOCC1)N=C2)C(=O)NC1CC1
6628,CC(C)NC1=NC2=C(S1)C=C(C=C2)C1=C(N=CO1)C1=CC=CC=C1F
6629,N#CC1=C2N=C(NCC3CCCCC3)N=C(NC3=CC=CC=C3)N2N=C1
6630,ClC1=CC=C(CNC2=NC3=C(C=NN3C(NC3=CC=CC=C3)=N2)C#N)C=C1
6631,CN1N=C(C(O)=O)C2=C1C1=NC(NC3=CC=CC=C3)=NC=C1CC2
6632,COC1=CC=C(C=C1)C1=C(C)NN=C1C1=C(O)C=C(O)C=C1
6633,CCOCCOCCOCC
6634,O=C1NCCC2=C1C=C(N2)C1=CC(=NC=C1)C1=CC2=C(C=CC=C2)N=C1
6635,CC(=O)C1=C(C)N=C(NC2=CC=CC=C2)S1
6636,CCN1CCN(CC1)C1=NC2=C(C=NN2C(NC2=CC=CC=C2)=N1)C#N
6637,[H][C@]1(N)CCCC[C@@]1([H])NC1=NC(NC2=CC=CC(C)=C2)=C(C=N1)C(N)=O
6638,CC(=O)NC1=CC=CC(NC2=NC3=C(C=NN3C(NC3=CC=CC=C3)=N2)C#N)=C1
6639,CCN1C2=CC=C(CNC)C=C2C2=C1C=CC=C2
6640,CCCCCCCCCC(=O)C\N=CC1=C(COP(O)(O)O)C=NC(C)=C1O
6641,CN1C2=C(C(Br)=C1C(=O)NCCO)C1=C(C(=O)NC1=O)C(=C2)C1=C(Cl)C=CC=C1
6642,[H][C@]12C[C@]3([H])O[C@@]1(C)C[C@@]1(C2)CCC(=O)[C@@](C)(CCC(=O)NC2=C(O)C=CC(C(O)=O)=C2O)[C@]31[H]
6643,[H][C@@](COC(=O)CCCC)(COP(O)(O)=O)OC=O
6644,[H][C@](C)(C[C@]([H])(C[C@@]([H])(CCC(O)=O)C(O)=O)C(O)=O)C(O)=O
6645,C(N1C=CN=C1)C1=CC=C(C=C1)C1=CC=CC=C1
6646,[H][C@](N)(CSCC1=CC=C(Br)C=C1)C(O)=O
6647,N[C@@H](CC1=CC=C(C=C1)C(=O)C1=CC=CC=C1)C(O)=O
6648,CCOC1=C(F)C(CCNC(=S)NC2=CC=C(C)C=N2)=NC=C1
6649,CS(=O)(=O)C1=CC(Cl)=C(C=C1Cl)C1=C(Cl)C=C(C(Cl)=C1)S(C)(=O)=O
6650,[H][C@](N)(CC1=CC=CC=C1)C(=O)CCl
6651,[H][C@@]1(SCC(=C)C(=N1)C(O)=O)[C@H](NC(=O)C(=N/OC)C1=CSC(N)=N1)C=O
6652,[H][C@@](COC(=O)CCCCCC)(COP(O)(O)=O)OC(=O)CCCCCC
6653,C[C@@H](NC(=O)CCCP(O)(=O)OC1=CC=C(C=C1)[N+]([O-])=O)C(O)=O
6654,[H][C@](O)(CCC(O)=O)NC1=CC=C(C=C1)N1C(=O)CCC1=O
6655,FC1=C(CC2=NNC(=O)C=C2)C=CC(Cl)=C1OC1=CC=CC=C1
6656,[H][C@]1(CN[C@@]([H])(C1)C(=O)N1CCC(F)(F)C1)N1CCN(CC1)C1=NC=CC=N1
6657,COC1=CC=C(C=C1)C1=C(N=C(N1)C1=CC=CS1)C1=CC=C(OC)C=C1
6658,C(OC1=CC=C(C=C1)C1=NNC=C1CC1=CC=NC=C1)C1=NC2=CC=CC=C2C=C1
6659,OC(=O)N1CCC(CC2=CN=C3C=CC=CC3=C2)CC1
6660,C(OC1=CC=C(C=C1)C1=NNC=C1C1=CC=NC=C1)C1=CC=C2C=CC=CC2=N1
6661,CN1C=C(C(=N1)C1=CC=C(OCC2=NC3=CC=CC=C3C=C2)C=C1)C1=CC=NC=C1
6662,CCOCCC1(OC2=CC=C(OC3=CC=C(F)C=C3)C=C2)C(=O)NC(=O)NC1=O
6663,[H][C@]1(CCN(C1)C1=NC=NC2=CC(OC)=C(OC)C=C12)OC1=CC2=CC=CC=C2C=C1
6664,CC(C)OC1=CC=C(CC[C@]2(CC(O)=CC(=O)O2)C2CCCC2)C=C1F
6665,COC1=CC2=NC=NC(N3CC[C@H](C3)OC3=NC4=CC=CC=C4N=C3)=C2C=C1OC
6666,COC1=CC=C(C=C1)C1=C(C2=C(NCCO)N=CN=C2O1)C1=CC=C(OC)C=C1
6667,OCCNC1=NC=NC2=C1C(=C(O2)C1=CC=CC=C1)C1=CC=CC=C1
6668,OC(=O)CNC(=O)CCC[P@](O)(=O)OC1=CC=C(C=C1)[N+]([O-])=O
6669,CCOCN1OC(=O)C(=C1C1=CC=NC(OC2=CC=CC=C2O)=N1)C1=CC=C(F)C=C1
6670,OC(=O)CCCNC=C1N=C(OC1=O)C1=CC=CC=C1
6671,OC(=O)C1=CC2=C(C=C1)C=C(C=C2)C(F)(F)P(O)(O)=O
6672,CN1C(N)=NC2=NC=C(C=C12)C1=CC=CC=C1
6673,OC1=CC(C=CC2=CC=C(O)C(O)=C2)=CC(O)=C1
6674,OC(=O)N1CCC(CC2=CC(OC3=NC=C(C=C3)C(F)(F)F)=CC=C2)CC1
6675,[H][C@@](CO\N=C(CCC(O)=O)C(O)=O)(NC(=O)COC1=CC=CC=C1)C(O)=O
6676,OC(=O)C1=C(NC(=O)C2=C(Cl)C=C(Cl)C=C2)C=CC(OC2=NC=CC=N2)=C1
6677,[H][C@@](CC(C)C)(CC(=O)NO)C(=O)N[C@@]([H])(CC1=CC=CC=C1)C(=O)NC
6678,[H][C@](O)(C(=O)NCCC(=O)NCCSC(=O)CCCCC)C(C)(C)CO[P@]([H])(O)=O
6679,[H][C@](O)(C(=O)NCCC(=O)NCCSC(=O)CCCCCC)C(C)(C)CO[P@]([H])(O)=O
6680,NC1=NC2=C(N=C(CN3C4=CC=CC=C4C=CC4=CC=CC=C34)C=N2)C(N)=N1
6681,[H][C@]12C[C@@H]3O[C@@]1(C)C[C@@]1(C2)C=CC(=O)[C@@](C)(CCC(=O)NC2=C(O)C(=CC=C2O)C(O)=O)[C@]31[H]
6682,[H][C@](O)(C(=O)NCCC(=O)NCCS)C(C)(C)COC(=O)C(C)(C)C
6683,OC(=O)CNC(=O)CCC[P@@](O)(=O)OCC1=CC=C(C=C1)[N+]([O-])=O
6684,OC(=O)CNC(=O)CCCC(=O)NCC1=CC=C(C=C1)[N+]([O-])=O
6685,[H][C@@](C)(NC(=O)CCC[P@](O)(=O)OC1=CC=C(C=C1)[N+]([O-])=O)C(O)=O
6686,OC(=O)CCCCCNC(=O)CCC[P@](O)(=O)OC1=CC=C(C=C1)[N+]([O-])=O
6687,C[P@](O)(=O)OC1=CC=C(C=C1)[N+]([O-])=O
6688,C[C@H](SC1=NC(Cl)=CC(N)=N1)C1=CC2=C(OC=C2)C=N1
6689,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=C(C=C(OC)C(OS(N)(=O)=O)=C4)[C@@]3([H])CC[C@]12C)OS(N)(=O)=O
6690,[H][C@]12CC[C@]3(C)C(=O)N(CC4=CC=CN=C4)C(=O)C[C@@]3([H])[C@]1([H])CCC1=C2C=CC(OS(N)(=O)=O)=C1
6691,[H][C@](CC)(COC1=CC=CC=C1)O[P@](C)(Cl)=O
6692,[H][C@@](N)(CC1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(=O)N[C@@]([H])(CC1=CC(=CC=C1)C#N)B(O)O
6693,[H][C@]1(CCCCN1)C(=O)NC(C)(C)C
6694,[H][C@@](N)(CC1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(=O)NCCNC1=CC=NC=C1
6695,NC1=C(C=NN1C1=CC=C(F)C=C1)C(=O)C1=CC(OC2CCNCC2)=CC=C1
6696,[H][C@](O)(CO)COC1=CC(=CC=C1)C(=O)C1=C(N)N(N=C1)C1=CC=C(F)C=C1
6697,[H][C@@]1(CCN(CC2=CC3=C(N2)C=NC=C3)C1=O)NS(=O)(=O)C1=CC2=C(S1)C=CC=N2
6698,[H][C@]1(O)C=C[C@](CC(=O)C(O)=O)(C=C1)C(O)=O
6699,[H][C@@](C)(O)[C@@]([H])(N)CC1=CC=CC=C1
6700,[H][C@](N)(CC(=O)N1CCC[C@@]1([H])CNC(=O)C1=CC=CC(=C1)S(C)(=O)=O)CC1=CC(Cl)=CC=C1
6701,[H][C@]1(CO)O[C@@]([H])(SC2=CC=C(C=C2)[N+]([O-])=O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O
6702,[H][C@](C)(C(=O)C[P@]([H])(O)=O)[C@@]([H])(O)CC
6703,[H][C@]1(O)C[C@@]([H])(O[C@]1([H])COP(O)(O)=S)N1C=C(C)C(=O)NC1=O
6704,C=CS(=O)(=O)OC1=CC=CC=C1
6705,[H][C@]1(C(O)=O)[C@]([H])(C(=O)NC)[C@]1([H])C1=CC=C(OP(O)(O)=O)C=C1
6706,[H][C@]1(CC=CCCCC(O)=O)C=CC(=O)C1=CC=CCCCCC
6707,CCCCN1C(CC2=CC3=C(OCO3)C=C2)=NC2=C(N)N=CN=C12
6708,COC1=CC=C(C[C@H](N)C(=O)N[C@@H]2[C@@H](CO)O[C@H]([C@@H]2O)N2C=NC3=C2N=CN=C3N(C)C)C=C1
6709,[H][C@](O)(COC(=O)CCCCCCCCCCCCCCC)[C@@]([H])(O)C(\O)=C(\O)C(O)=O
6710,CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C1=C(C)ON=C1C1=CC=CC=C1
6711,CC(=O)NC1=C2C=CC=NC2=C2N=CC=CC2=C1
6712,BrC1=C2NCCCNS(=O)(=O)C3=CC=CC(NC(N=C1)=N2)=C3
6713,[H][C@@]1(CCCN1C(=O)C1=C(O)C=C(O)C=C1)C1=CC=CC=C1C
6714,OC1=CC(O)=C(C(=O)N2C=CC=C2)C(O)=C1
6715,CC1=CC(=CC(OC2=C(Br)C=C(CC3=NNC4=NN=CC=C34)C=C2)=C1)C#N
6716,[H][C@]1(N)CN(C[C@]1([H])C1=C(F)C=C(F)C(F)=C1)C1=CC(=NC=N1)C1=CC=C(OC)N=C1
6717,FC1=C(CC2=NNC3=NN=CC=C23)C=CC(Br)=C1OC1=CC(=CC(Cl)=C1)C#N
6718,CN(C)CC1=CNC2=C1C=CC=C2CCCO
6719,[H][C@]12C=CCC=C1C=CC1=CC(O)=CC=C1N2CC1=NC2=C(N)N=C(N)N=C2N=C1
6720,OC(=O)CN1C=C(CC2=NC3=C(S2)C(F)=CC(F)=C3F)C2=CC=CN=C12
6721,CC1=CC=CC(=N1)C1=NC(NC2=CC=C3NN=CC3=C2)=C2C=CC=CC2=N1
6722,CS(=O)(=O)NC1=CC=CC2=C1N=CC=C2
6723,CCCCCCCCCC1=[N+]([O-])C2=CC=CC=C2C(O)=C1
6724,CC1=CC(NC2=C3C=CC=CC3=NC(=N2)C2=CC=CC=C2)=NN1
6725,[H]C(=C(/[H])C(C)=C(/[H])C(O)=O)C(/[H])=C(C)C(/[H])=C(\[H])C1=C(C)C=C(O)C(C)=C1C
6726,CC1(C)N(O)C(C)(C)C(=C1CSS(C)(=O)=O)C1=CC=CC=C1
6727,CC1=C(CSCC2=CC=CO2)C(OC2=CC(C)=CC(C)=C2)=C(I)C(=O)N1
6728,CN(CC=CCOC1=CC=C(C=C1)C(=O)C1=CC=C(Br)C=C1)C1CC1
6729,ClC1=CC(OC2=C(Cl)C=CC(OCC3=NNC4=NC=CC=C34)=C2)=CC(=C1)C#N
6730,NC1=CC=C2C(COC3=CC=C(Cl)C(OC4=CC(=CC(Cl)=C4)C#N)=C3)=NNC2=N1
6731,CC(C)(C)N1N=C(CC2=CC(O)=CC=C2)C2=C1N=CN=C2N
6732,C=CC(=O)NC1=CC=C2N=CN=C(NC3=CC=CC=C3)C2=C1
6733,[H][C@@](CC)(CO)NC1=NC2=C(N=CN2C(C)C)C(NCC2=CC=C(C=C2)C2=CC=CC=N2)=N1
6734,COC(=O)C1=C(CCC(=O)NC2=C(O)C=C(OC)C(O)=C2)C(Cl)=C(O)C=C1O
6735,COC1=CC(N)=C(OC)C(CCOC(=O)C2=C(O)C=C(O)C(Cl)=C2)=C1OC
6736,OC1=CC=C(CCC2=CC(O)=CC(O)=C2)C=C1
6737,O=C(O)C=C(C)C=CC[C@]1(C)CC2=C(CCCC2(C)C)C1=C
6738,CC(C)(C)OC(=O)N1CCC(CC1)C1=NC(=NO1)C1=CC=CS1
6739,FC1=CC=C(C=C1)C1=NN=C(N1)C1=CC=CC=C1
6740,O=C(CC1=CC=CS1)N1CCC(CC1)C1=NC(=NO1)C1=CC=CS1
6741,CNCC[C@@H](OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1
6742,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=CC(Cl)=C(Cl)C=C12
6743,[H][C@](CC(=O)NC(CC)CC)(C(N)=O)C(C)(C)C
6744,CC1(C)OC[C@@H](COP(O)(=O)CCCCC=C)O1
6745,[H][C@]1(N)CCCCCCCCCCNC1=O
6746,[H]N([H])C(\N=C(N([H])[H])N([H])[H])=NC1=C(Cl)C=CC(=C1)C(F)(F)F
6747,COC1=CC(OC)=CC(NC(=N)NC(N)=N)=C1
6748,[H][C@]1(CCC2=C1C=CC=C2O)\N=CC=C
6749,[H]N(C1=NC(=O)C(S1)=CC1=CC=C(C)O1)S(=O)(=O)C1=CC=C(C)C=C1
6750,[H][C@@](C)(NC(=O)[C@]([H])(CC(C)C)NC(=O)[C@]([H])(CC(C)C)CC(=O)NO)C(=O)OCC
6751,NC1=CC=C(C=C1)S(=O)(=O)NC(=O)NCCS
6752,[H][C@@]1(O)C[C@@](O)(C=C(C2=CC=CC(SC3=CC=CC=C3)=C2)[C@@]1([H])O)C(O)=O
6753,CC1=CC(NC(=O)CC2=CC=C(OC(C)(C)C(O)=O)C=C2)=CC(C)=C1
6754,NC(=N)C1=CC(CN2CCN(CC2=O)S(=O)(=O)C2=CC3=C(S2)C=C(Cl)C=C3)=CC=C1
6755,ClC1=CC=C(S1)C=C\S(=O)(=O)N1CCN(CC2=CC3=C(N2)C=CN=C3)C(=O)C1
6756,[H][C@@](CC(C)C)(CC(=O)NO)C(=O)N[C@@]1([H])CC2=CN(CCCCCCNC1=O)C1=C2C=CC=C1
6757,ONC(=O)C1(CS(=O)(=O)C2=CC=C(OC3=CC=C(Cl)C=C3)C=C2)CCOCC1
6758,ONC(=O)CC1(CCOCC1)S(=O)(=O)C1=CC=C(OC2=CC=CC=C2)C=C1
6759,CCCCCCC#CC1=CC=CC=C1C=CC(O)=O
6760,[H][C@@](CC(C)C)(CC(O)=O)C(=O)N[C@@]1([H])CC2=CN(CCCCCCNC1=O)C1=C2C=CC=C1
6761,CC1=CC2=C(C=C1)N(CCC2)C(=O)SCC(=O)NC1=C(Cl)C=C(C=C1)S(N)(=O)=O
6762,NC(=N)C1=CC=C(CN2CCN(CC2=O)S(=O)(=O)C2=CC3=C(S2)C=C(Cl)C=C3)C=C1
6763,CC(=O)C[C@H](C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
6764,[H][C@@](OC(C)=O)(C(=O)NC1=CC=CC2=C1C(=O)C(=O)NC2=O)C1=CC=CC=C1
6765,[H][C@@](OC(C)=O)(C(=O)NC1=CC=CC2=C1C(=O)C(=O)NC2=O)C1=CC=CC(Cl)=C1
6766,FCCOC1=CC=CC(NC(=O)CCC(=O)NC2=CC=C3C(=O)NC(=O)C(=O)C3=C2)=C1
6767,[H][C@]1(C[C@]2(ON1)O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)C1=CC2=CC=CC=C2C=C1
6768,CCOC(=O)NCCCNC(=O)OCC
6769,CC(C)C1=C(SC2=CC(Cl)=CC(Cl)=C2)N(CC2=CC=NC=C2)C(COC(N)=O)=N1
6770,[H][C@]1(C[C@]2(ON1)O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)C1=CC=C(C)C=C1
6771,[H][C@@](N)(C(=O)N1CC[C@]([H])(F)C1)[C@@]([H])(C(=O)N(C)C)C1=CC=C(C=C1)C1=CN2N=CN=C2C=C1
6772,[H][C@@](CC1=CC=C(Br)C=C1)(NC(=O)CCCCCCC(=O)NO)C(=O)OC
6773,[H][C@@](C)(N)[P@@](O)(=O)C[C@@]([H])(CC1=CC=CC=C1)C(=O)N[C@@]([H])(CC1=CC=CC=C1)C(O)=O
6774,[H][C@](CC(C)C)(N(CC1=CC=CC=C1)[P@](C)(=O)C1=CC=CC=C1)C(=O)NO
6775,[H][C@](C)(NC(=O)C1=CC=CC=C1)C(O)=O
6776,COC1=CC(Cl)=C(OCCCCCCN2C=CN=C2)C=C1
6777,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@]([H])(CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CCC(O)=O)C(C)=O
6778,CC1=NC2=C(N1)C=C1C(=O)NC(N)=NC1=C2
